srn,city,approved,notes,id,name,zip_code,county,full_address,geometry,source_id,fce
B2796,CHINA,1/4/2006,Rolled into ROP,B2796,ST. CLAIR / BELLE RIVER POWER PLANT,48054.0,SAINT CLAIR,"4505 KING ROAD, CHINA TWP, MI","[-82.4951798, 42.7740204]",B2796,2.0
B2796,CHINA,2/27/2013,Rolled into ROP,B2796,ST. CLAIR / BELLE RIVER POWER PLANT,48054.0,SAINT CLAIR,"4505 KING ROAD, CHINA TWP, MI","[-82.4951798, 42.7740204]",B2796,2.0
B2796,CHINA,2/11/2011,Rolled into ROP,B2796,ST. CLAIR / BELLE RIVER POWER PLANT,48054.0,SAINT CLAIR,"4505 KING ROAD, CHINA TWP, MI","[-82.4951798, 42.7740204]",B2796,2.0
B2796,CHINA,7/16/2018,,B2796,ST. CLAIR / BELLE RIVER POWER PLANT,48054.0,SAINT CLAIR,"4505 KING ROAD, CHINA TWP, MI","[-82.4951798, 42.7740204]",B2796,2.0
B2796,CHINA,10/29/2018,,B2796,ST. CLAIR / BELLE RIVER POWER PLANT,48054.0,SAINT CLAIR,"4505 KING ROAD, CHINA TWP, MI","[-82.4951798, 42.7740204]",B2796,2.0
B2796,CHINA,11/14/2019,,B2796,ST. CLAIR / BELLE RIVER POWER PLANT,48054.0,SAINT CLAIR,"4505 KING ROAD, CHINA TWP, MI","[-82.4951798, 42.7740204]",B2796,2.0
B2796,CHINA,4/21/2020,,B2796,ST. CLAIR / BELLE RIVER POWER PLANT,48054.0,SAINT CLAIR,"4505 KING ROAD, CHINA TWP, MI","[-82.4951798, 42.7740204]",B2796,2.0
B2796,CHINA,7/19/2021,,B2796,ST. CLAIR / BELLE RIVER POWER PLANT,48054.0,SAINT CLAIR,"4505 KING ROAD, CHINA TWP, MI","[-82.4951798, 42.7740204]",B2796,2.0
B2796,CHINA,7/10/2001,Rolled into ROP,B2796,ST. CLAIR / BELLE RIVER POWER PLANT,48054.0,SAINT CLAIR,"4505 KING ROAD, CHINA TWP, MI","[-82.4951798, 42.7740204]",B2796,2.0
B2796,CHINA,6/1/2007,Rolled into ROP,B2796,ST. CLAIR / BELLE RIVER POWER PLANT,48054.0,SAINT CLAIR,"4505 KING ROAD, CHINA TWP, MI","[-82.4951798, 42.7740204]",B2796,2.0
B2796,CHINA,10/10/2014,Rolled into ROP,B2796,ST. CLAIR / BELLE RIVER POWER PLANT,48054.0,SAINT CLAIR,"4505 KING ROAD, CHINA TWP, MI","[-82.4951798, 42.7740204]",B2796,2.0
P0187,CHINA TOWNSHIP,12/27/2010,,P0187,YOUNG COLONIAL CHAPEL,48054.0,SAINT CLAIR,"4621 BREE RD, CHINA TWP, MI","[-82.49799039999999, 42.802814]",,0.0
B6480,COLUMBUS,8/3/2004,Rolled into ROP,B6480,DTE GAS COMPANY  - COLUMBUS COMPRESSOR STATION,48063.0,SAINT CLAIR,"1647  CAUGHILL ROAD, COLUMBUS, MI","[-82.67481540000001, 42.8520598]",B6480,3.0
B6480,COLUMBUS,7/24/2014,Rolled into ROP,B6480,DTE GAS COMPANY  - COLUMBUS COMPRESSOR STATION,48063.0,SAINT CLAIR,"1647  CAUGHILL ROAD, COLUMBUS, MI","[-82.67481540000001, 42.8520598]",B6480,3.0
B6480,COLUMBUS,10/27/2015,Rolled into ROP,B6480,DTE GAS COMPANY  - COLUMBUS COMPRESSOR STATION,48063.0,SAINT CLAIR,"1647  CAUGHILL ROAD, COLUMBUS, MI","[-82.67481540000001, 42.8520598]",B6480,3.0
B6480,COLUMBUS,11/12/1999,Rolled into ROP,B6480,DTE GAS COMPANY  - COLUMBUS COMPRESSOR STATION,48063.0,SAINT CLAIR,"1647  CAUGHILL ROAD, COLUMBUS, MI","[-82.67481540000001, 42.8520598]",B6480,3.0
N7303,COLUMBUS TOWNSHIP,3/8/2021,,N7303,BLUEWATER GAS STORAGE FACILITY,48603.0,SAINT CLAIR,"333 SOUTH WALES CENTER ROAD, COLUMBUS, MI","[-82.6748781, 42.8927276]",N7303,2.0
B6478,EAST CHINA,11/25/2013,Rolled into ROP,B6478,DTE GAS CO. - BELLE RIVER MILLS COMPRESSOR STATION,48054.0,SAINT CLAIR,"5440  PUTTYGUT  RD., CHINA, MI","[-82.53017559999999, 42.787777]",B6478,3.0
B6478,EAST CHINA TOWNSHIP,4/28/2015,Rolled into ROP,B6478,DTE GAS CO. - BELLE RIVER MILLS COMPRESSOR STATION,48054.0,SAINT CLAIR,"5440  PUTTYGUT  RD., CHINA, MI","[-82.53017559999999, 42.787777]",B6478,3.0
B6478,EAST CHINA TOWNSHIP,9/5/2007,Rolled into ROP,B6478,DTE GAS CO. - BELLE RIVER MILLS COMPRESSOR STATION,48054.0,SAINT CLAIR,"5440  PUTTYGUT  RD., CHINA, MI","[-82.53017559999999, 42.787777]",B6478,3.0
B6478,EAST CHINA TOWNSHIP,11/21/2008,Rolled into ROP,B6478,DTE GAS CO. - BELLE RIVER MILLS COMPRESSOR STATION,48054.0,SAINT CLAIR,"5440  PUTTYGUT  RD., CHINA, MI","[-82.53017559999999, 42.787777]",B6478,3.0
B6478,EAST CHINA TOWNSHIP,8/28/2015,Rolled into ROP,B6478,DTE GAS CO. - BELLE RIVER MILLS COMPRESSOR STATION,48054.0,SAINT CLAIR,"5440  PUTTYGUT  RD., CHINA, MI","[-82.53017559999999, 42.787777]",B6478,3.0
B6478,EAST CHINA TOWNSHIP,8/9/2001,Rolled into ROP,B6478,DTE GAS CO. - BELLE RIVER MILLS COMPRESSOR STATION,48054.0,SAINT CLAIR,"5440  PUTTYGUT  RD., CHINA, MI","[-82.53017559999999, 42.787777]",B6478,3.0
N6692,EAST CHINA,8/24/2001,,,,,,,,,
N7011,FAIR HAVEN,8/21/2001,General PTI,N7011,GROSSO TRUCKING AND SUPPLY COMPANY,48023.0,SAINT CLAIR,"10015 MARINE CITY HIGHWAY, FAIR HAVEN, MI","[-82.71233099999999, 42.7206774]",,0.0
N4013,FORT GRATIOT,9/25/2015,,N4013,MORAN CHEVROLET,48059.0,SAINT CLAIR,"4511 24TH AVENUE, FORT GRATIOT, MI","[-82.4587955, 43.0409444]",,0.0
B6637,IRA,6/1/2004,Rolled into ROP,B6637,CONSUMERS ENERGY - ST. CLAIR COMPRESSOR STATION,48023.0,SAINT CLAIR,"10021  MARINE CITY HWY., IRA TWP, MI","[-82.7155665, 42.7195128]",B6637,2.0
B6637,IRA TOWNSHIP,4/2/2018,Rolled into ROP,B6637,CONSUMERS ENERGY - ST. CLAIR COMPRESSOR STATION,48023.0,SAINT CLAIR,"10021  MARINE CITY HWY., IRA TWP, MI","[-82.7155665, 42.7195128]",B6637,2.0
B6637,IRA TOWNSHIP,1/28/2015,Rolled into ROP,B6637,CONSUMERS ENERGY - ST. CLAIR COMPRESSOR STATION,48023.0,SAINT CLAIR,"10021  MARINE CITY HWY., IRA TWP, MI","[-82.7155665, 42.7195128]",B6637,2.0
B6637,SAINT CLAIR,4/6/1998,Rolled into ROP,B6637,CONSUMERS ENERGY - ST. CLAIR COMPRESSOR STATION,48023.0,SAINT CLAIR,"10021  MARINE CITY HWY., IRA TWP, MI","[-82.7155665, 42.7195128]",B6637,2.0
N7499,IRA TOWNSHIP,5/12/2015,,N7499,"MOD INTERIORS, INCORPORATED",48039.0,SAINT CLAIR,"9301 MARINE CITY HWY, IRA TWP, MI","[-82.6828548, 42.7217192]",N7499,1.0
N6385,JEDDO,10/21/1999,General PTI,N6385,"AMC-MID MICHIGAN MATERIALS, LLC",48032.0,SAINT CLAIR,"6966 FISHER RD, JEDDO, MI","[-82.62064, 43.164899]",,0.0
N7711,KENOCKEE TOWNSHIP,10/24/2006,General PTI,N7711,RGE AGGREGATES,48006.0,SAINT CLAIR,"8870 BRYCE RD, AVOCA, MI","[-82.6870964, 43.0188032]",,0.0
P0498,KIMBALL TOWNSHIP,12/9/2014,,P0498,"BLUEWATER GAS STORAGE, LLC - KIMBALL GAS STORAGE",48074.0,SAINT CLAIR,"750 SCOTT ROAD, KIMBALL TWP, MI","[-82.55561929999999, 42.9263318]",,0.0
N6620,LAKEPORT,12/1/2008,,N6620,GREAT LAKES WATER AUTHORITY - LAKE HURON PLANT,48059.0,SAINT CLAIR,"3993 METCALF ROAD, FORT GRATIOT, MI","[-82.489003, 43.076794]",N6620,2.0
N7219,MARINE CITY,5/19/2003,,N7219,TRANSMISSION PHYSICIANS INC.,48039.0,SAINT CLAIR,"2100 PLANK RD., MARINE CITY, MI","[-82.5115649, 42.7208042]",,0.0
A6220,MARYSVILLE,6/30/1999,Rolled into ROP,A6220,INTERTAPE POLYMER GROUP,48040.0,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]",A6220,5.0
A6220,MARYSVILLE,9/30/2014,Rolled into ROP,A6220,INTERTAPE POLYMER GROUP,48040.0,SAINT CLAIR,"317   KENDALL AVENUE, MARYSVILLE, MI","[-82.481135, 42.884548]",A6220,5.0
B2032,MARYSVILLE,10/24/2001,General PTI,,,,,,,,
B2813,MARYSVILLE,8/9/2000,Rolled into ROP,B2813,"CDC MARYSVILLE, LLC",48040.0,SAINT CLAIR,"301  GRATIOT BLVD, MARYSVILLE, MI","[-82.4610593, 42.9247662]",,0.0
B4282,MARYSVILLE,2/24/2020,,B4282,"MARYSVILLE HYDROCARBONS, LLC.",48040.0,SAINT CLAIR,"2510  BUSHA HIGHWAY, MARYSVILLE, MI","[-82.494036, 42.8885947]",B4282,3.0
B6646,MARYSVILLE,4/15/2019,,B6646,SUNOCO PIPELINE L.P. -  MARYSVILLE PUMP STATION,48040.0,SAINT CLAIR,"250  MURPHY DRIVE, MARYSVILLE, MI","[-82.51159299999999, 42.89996300000001]",B6646,2.0
B8824,MARYSVILLE,12/9/2004,,B8824,"HEARTLAND STEEL PRODUCTS, LLC",48040.0,SAINT CLAIR,"302 CARLETON ST., MARYSVILLE, MI","[-82.4817906, 42.8862567]",B8824,3.0
B8824,MARYSVILLE,4/5/2016,General PTI,B8824,"HEARTLAND STEEL PRODUCTS, LLC",48040.0,SAINT CLAIR,"302 CARLETON ST., MARYSVILLE, MI","[-82.4817906, 42.8862567]",B8824,3.0
N0871,MARYSVILLE,4/29/2004,,N0871,"CONFORMANCE COATING AND PROTOTYPE, INC",48040.0,SAINT CLAIR,"2321  BUSHA HWY, MARYSVILLE, MI","[-82.489355, 42.8882918]",N0871,2.0
N3337,MARYSVILLE,12/18/2014,,N3337,"WILKIE BROTHERS CONVEYORS, INC.",48040.0,SAINT CLAIR,"1765 MICHIGAN AVENUE, MARYSVILLE, MI","[-82.4781525, 42.8985054]",,0.0
N5061,MARYSVILLE,9/12/2014,,N5061,"TI FLUID SYSTEMS, (FORMERLY TI GROUP AUTO , MARYS)",48040.0,SAINT CLAIR,"170 - 184 GRATIOT BLVD, MARYSVILLE, MI","[-82.45799749999999, 42.93172819999999]",N5061,2.0
N5061,MARYSVILLE,7/16/2021,,N5061,"TI FLUID SYSTEMS, (FORMERLY TI GROUP AUTO , MARYS)",48040.0,SAINT CLAIR,"170 - 184 GRATIOT BLVD, MARYSVILLE, MI","[-82.45799749999999, 42.93172819999999]",N5061,2.0
N5989,MARYSVILLE,9/24/2014,,N5989,SEMCO ENERGY GAS COMPANY - MORTON WELLS FACILITY,48040.0,SAINT CLAIR,"1100 GRATIOT AVE, MARYSVILLE, MI","[-82.8849456, 42.58311279999999]",,0.0
N6241,MARYSVILLE,9/22/2008,Revised,N6241,SEMCO ENERGY GAS COMPANY - HARRIS STATION,49076.0,CALHOUN,"23 1/ 2 MILE RD, PARTELLO, MI","[-84.8391496, 42.415049]",N6241,2.0
N6905,MARYSVILLE,3/21/2012,,N6905,MUELLER IMPACTS COMPANY INC.,48040.0,SAINT CLAIR,"2409 WILLS STREET, MARYSVILLE, MI","[-82.4828837, 42.8858648]",,0.0
N6944,MARYSVILLE,7/30/2010,Rolled into ROP,N6944,PREGIS,48040.0,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]",N6944,5.0
N6944,MARYSVILLE,5/17/2016,Rolled into ROP,N6944,PREGIS,48040.0,SAINT CLAIR,"2700 WILLS STREET, MARYSVILLE, MI","[-82.48648600000001, 42.8790334]",N6944,5.0
N7411,MARYSVILLE,6/26/2019,,N7411,"SMR AUTOMOTIVE SYSTEMS USA, INC.",48040.0,SAINT CLAIR,"1875 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.48416879999999, 42.8972449]",,0.0
N7493,MARYSVILLE,12/7/2010,,N7493,"MARYSVILLE ETHANOL, LLC",48040.0,SAINT CLAIR,"2512 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.4907187, 42.8858795]",N7493,1.0
N7493,MARYSVILLE,2/27/2013,,N7493,"MARYSVILLE ETHANOL, LLC",48040.0,SAINT CLAIR,"2512 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.4907187, 42.8858795]",N7493,1.0
N7795,MARYSVILLE,11/13/2020,,N7795,ZF AXLE DRIVES MARYSVILLE,48040.0,SAINT CLAIR,"2900 BUSHA HIGHWAY, MARYSVILLE, MI","[-82.4854285, 42.8743077]",N7795,2.0
A3238,MEMPHIS,6/15/2010,General PTI,A3238,GRACE ENGINEERING,48041.0,SAINT CLAIR,"11501 LAMBS RD, MEMPHIS, MI","[-82.78105409999999, 42.9245357]",,0.0
A6218,PORT HURON,8/20/1998,,A6218,"DUNN PAPER, INC.",48060.0,SAINT CLAIR,"218 RIVERVIEW ST, PORT HURON, MI","[-82.42266900000001, 43.002752]",A6218,2.0
A6218,PORT HURON,4/6/2017,,A6218,"DUNN PAPER, INC.",48060.0,SAINT CLAIR,"218 RIVERVIEW ST, PORT HURON, MI","[-82.42266900000001, 43.002752]",A6218,2.0
A6237,PORT HURON,12/7/2001,,A6237,HENKEL CORPORATION,48060.0,SAINT CLAIR,"1600 WASHINGTON AVE, PORT HURON, MI","[-82.436264, 42.9884054]",,0.0
A6237,PORT HURON,4/24/2003,,A6237,HENKEL CORPORATION,48060.0,SAINT CLAIR,"1600 WASHINGTON AVE, PORT HURON, MI","[-82.436264, 42.9884054]",,0.0
A6237,PORT HURON,6/22/2006,,A6237,HENKEL CORPORATION,48060.0,SAINT CLAIR,"1600 WASHINGTON AVE, PORT HURON, MI","[-82.436264, 42.9884054]",,0.0
A6237,PORT HURON,9/26/2007,,A6237,HENKEL CORPORATION,48060.0,SAINT CLAIR,"1600 WASHINGTON AVE, PORT HURON, MI","[-82.436264, 42.9884054]",,0.0
A6262,PORT HURON,12/19/2019,,A6262,MUELLER BRASS CO.,48060.0,SAINT CLAIR,"2199 LAPEER AVE, PORT HURON, MI","[-82.44971799999999, 42.9782948]",A6262,6.0
B6625,PORT HURON,3/3/2011,,B6625,INTERNATIONAL AUTOMOTIVE COMPONENTS,48060.0,SAINT CLAIR,"1905 BEARD ST, PORT HURON, MI","[-82.446107, 42.9586148]",B6625,1.0
B7281,PORT HURON,1/27/2000,,B7281,AUTO ANODICS,48060.0,SAINT CLAIR,"2407 16TH ST, PORT HURON, MI","[-82.4429462, 42.956687]",,0.0
B8626,PORT HURON,12/8/2008,,B8626,S & H SORTING AND PACKING,48060.0,SAINT CLAIR,"2401 20TH ST, PORT HURON, MI","[-82.4487023, 42.9576724]",,0.0
D2082,PORT HURON,10/31/1997,,,,,,,,,
N0950,PORT HURON,5/2/2019,,N0950,MICHIGAN METAL COATINGS,48060.0,SAINT CLAIR,"2015 DOVE STREET, PORT HURON, MI","[-82.44768650000002, 42.9527675]",N0950,5.0
N0950,PORT HURON,5/27/2021,,N0950,MICHIGAN METAL COATINGS,48060.0,SAINT CLAIR,"2015 DOVE STREET, PORT HURON, MI","[-82.44768650000002, 42.9527675]",N0950,5.0
N0950,PORT HURON,5/8/2006,General PTI,N0950,MICHIGAN METAL COATINGS,48060.0,SAINT CLAIR,"2015 DOVE STREET, PORT HURON, MI","[-82.44768650000002, 42.9527675]",N0950,5.0
N2626,PORT HURON,8/9/2006,,N2626,ACE ASPHALT & PAVING CO INC PLANT 4,48060.0,SAINT CLAIR,"1750 RANGE RD, PORT HURON, MI","[-82.499246, 42.961415]",N2626,2.0
N2926,PORT HURON,4/16/2010,,N2926,WIRTZ MANUFACTURING CO INC,48060.0,SAINT CLAIR,"1105 24TH ST, PORT HURON, MI","[-82.4541193, 42.9716341]",,0.0
N2926,PORT HURON,5/29/2014,,N2926,WIRTZ MANUFACTURING CO INC,48060.0,SAINT CLAIR,"1105 24TH ST, PORT HURON, MI","[-82.4541193, 42.9716341]",,0.0
N3255,PORT HURON,4/30/2008,,N3255,MAY MEMORIAL,48060.0,SAINT CLAIR,"1734 MICHIGAN RD, PORT HURON, MI","[-82.4816637, 42.9583728]",,0.0
N3277,PORT HURON,1/23/2007,,N3277,NJT ENTERPRISES LLC,48060.0,SAINT CLAIR,"2100 DOVE ST, PORT HURON, MI","[-82.448533, 42.950858]",,0.0
N5671,PORT HURON,3/11/2016,,N5671,HP PELZER INC,48060.0,SAINT CLAIR,"2415 DOVE RD, PORT HURON, MI","[-82.4524266, 42.9524761]",,0.0
N5671,PORT HURON,9/9/2016,,N5671,HP PELZER INC,48060.0,SAINT CLAIR,"2415 DOVE RD, PORT HURON, MI","[-82.4524266, 42.9524761]",,0.0
N6038,PORT HURON,6/23/2005,,N6038,SHAWMUT CORPORATION,48060.0,SAINT CLAIR,"2770 DOVE ST, PORT HURON, MI","[-82.4559814, 42.9507455]",N6038,1.0
N8020,PORT HURON,8/13/2008,,N8020,MICHIGAN BELL TELEPHONE CO,48060.0,SAINT CLAIR,"919 6TH ST, PORT HURON, MI","[-82.4263466, 42.9751135]",,0.0
N8183,PORT HURON,6/26/2009,,N8183,C HERBER'S COLLISION SERVICE,48060.0,SAINT CLAIR,"2970 LAPEER, PORT HURON, MI","[-82.459409, 42.9787461]",,0.0
P0661,PORT HURON,12/15/2015,,P0661,"SUNSET ENTERPRISES HOLDINGS, LLC",48060.0,SAINT CLAIR,"2735 20TH STREET, PORT HURON, MI","[-82.4476019, 42.954047]",P0661,1.0
P0782,PORT HURON,1/19/2017,General PTI,P0782,ALD THERMAL TREATMENT,48060.0,SAINT CLAIR,"2626 24TH STREET, PORT HURON, MI","[-82.4511972, 42.9555447]",,0.0
P0782,PORT HURON,8/9/2018,,P0782,ALD THERMAL TREATMENT,48060.0,SAINT CLAIR,"2626 24TH STREET, PORT HURON, MI","[-82.4511972, 42.9555447]",,0.0
P0865,PORT HURON,12/21/2017,,P0865,CUMMINGS-MOORE GRAPHITE COMPANY,48060.0,SAINT CLAIR,"1505 CEDAR STREET, PORT HURON, MI","[-82.4403219, 42.9617286]",,0.0
P1034,PORT HURON,6/19/2019,General PTI,P1034,ALD THERMAL TREATMENT,48048.0,SAINT CLAIR,"2656 24TH STREET, PORT HURON, MI","[-82.44971799999999, 42.9541113]",,0.0
P1034,PORT HURON,8/5/2019,,P1034,ALD THERMAL TREATMENT,48048.0,SAINT CLAIR,"2656 24TH STREET, PORT HURON, MI","[-82.44971799999999, 42.9541113]",,0.0
P1214,PORT HURON,8/3/2021,General PTI,P1214,TECHNI-COMP COMPOSTING SPECIALIST,48060.0,SAINT CLAIR,"4152 DOVE ROAD, PORT HURON, MI","[-82.484608, 42.9511694]",,0.0
A6240,SAINT CLAIR,4/26/2017,,A6240,CARGILL SALT - ST. CLAIR,48079.0,SAINT CLAIR,"916 S. RIVERSIDE AVE., SAINT CLAIR, MI","[-82.48593609999999, 42.8184344]",A6240,1.0
A6240,SAINT CLAIR,8/12/2020,,A6240,CARGILL SALT - ST. CLAIR,48079.0,SAINT CLAIR,"916 S. RIVERSIDE AVE., SAINT CLAIR, MI","[-82.48593609999999, 42.8184344]",A6240,1.0
A6240,SAINT CLAIR,8/13/2021,,A6240,CARGILL SALT - ST. CLAIR,48079.0,SAINT CLAIR,"916 S. RIVERSIDE AVE., SAINT CLAIR, MI","[-82.48593609999999, 42.8184344]",A6240,1.0
N2781,SAINT CLAIR,11/5/2019,,N2781,"AURIA SOLUTIONS, LTD",48079.0,SAINT CLAIR,"2001 CHRISTIAN B HAAS DRIVE, SAINT CLAIR, MI","[-82.49405709999999, 42.8459443]",,0.0
N3581,SAINT CLAIR,3/1/2006,General PTI,,,,,,,,
N3842,SAINT CLAIR,1/7/2005,,N3842,BECKER METAL WORKS,48079.0,SAINT CLAIR,"800 FRED MOORE HWY, SAINT CLAIR, MI","[-82.4938457, 42.8177036]",,0.0
N6984,SAINT CLAIR,2/13/2014,,N6984,DANA CORP  LONG MFG DIV,48079.0,SAINT CLAIR,"2020 CHRISTIAN B HASS ER, SAINT CLAIR, MI","[-82.4957489, 42.84332819999999]",,0.0
N7528,SAINT CLAIR,9/14/2005,General PTI,N7528,RIVERSIDE TANK & MANUFACTURING CORP,48079.0,SAINT CLAIR,"1230 CLINTON AVE, SAINT CLAIR, MI","[-82.498075, 42.8231353]",,0.0
P1199,SAINT CLAIR,6/22/2021,General PTI,P1199,MAGNA ELECTRIC VEHICLE STRUCTURES-MICHIGAN,48079.0,MACOMB,"1811 SOUTH RANGE ROAD, SAINT CLAIR, MI","[-82.495335, 42.852466]",,0.0
N6317,STARVILLE,12/2/2014,,N6317,SEMCO ENERGY GAS COMPANY - COLLIN FIELD,48039.0,SAINT CLAIR,"ANGLING RD, STARRVILLE, MI","[-82.5872979, 42.6713246]",N6317,1.0
N2777,BURR OAK,10/5/2018,,N2777,"REMINGTON SEEDS, LLC",49030.0,SAINT JOSEPH,"28060 FINDLEY ROAD, BURR OAK, MI","[-85.4093475, 41.8974876]",,0.0
N1250,COLON,7/22/2009,,N1250,FOREST RIVER INC,49040.0,SAINT JOSEPH,"31450 M86, COLON, MI","[-85.3441804, 41.9583892]",,0.0
N7849,COLON,1/12/2011,,N7849,STURGIS VETERINARY HOSPITAL,49040.0,SAINT JOSEPH,"33260 REICHART RD, COLON, MI","[-85.3074228, 42.0300995]",,0.0
N7849,COLON,7/7/2021,,N7849,STURGIS VETERINARY HOSPITAL,49040.0,SAINT JOSEPH,"33260 REICHART RD, COLON, MI","[-85.3074228, 42.0300995]",,0.0
P0495,COLON,1/17/2014,General PTI,P0495,REGAL TRADITIONS,49040.0,SAINT JOSEPH,"59492 SOUTH FARRAND ROAD, COLON, MI","[-85.3457018, 41.9349173]",,0.0
B2013,CONSTANTINE,5/4/2007,Rolled into ROP,B2013,OX ENGINEERED PRODUCTS,49042.0,SAINT JOSEPH,"700 CENTREVILLE RD, CONSTANTINE, MI","[-85.6523595, 41.84040479999999]",B2013,4.0
B2013,CONSTANTINE,3/4/2014,Rolled into ROP,B2013,OX ENGINEERED PRODUCTS,49042.0,SAINT JOSEPH,"700 CENTREVILLE RD, CONSTANTINE, MI","[-85.6523595, 41.84040479999999]",B2013,4.0
B4096,CONSTANTINE,2/18/2005,,B4096,REXAM CLOSURE SYSTEMS INC.,49042.0,SAINT JOSEPH,"950 INDUSTRIAL DR, CONSTANTINE, MI","[-85.656813, 41.834185]",,0.0
B7549,CONSTANTINE,2/24/2009,,B7549,PIONEER HI-BRED INTERNATIONAL INC,49042.0,SAINT JOSEPH,"1365 S WASHINGTON, CONSTANTINE, MI","[-85.6602037, 41.8261718]",,0.0
B7549,CONSTANTINE,5/9/2019,,B7549,PIONEER HI-BRED INTERNATIONAL INC,49042.0,SAINT JOSEPH,"1365 S WASHINGTON, CONSTANTINE, MI","[-85.6602037, 41.8261718]",,0.0
N6177,CONSTANTINE,9/25/2019,,N6177,"BAYER GREAT LAKES PRODUCTION CO., LLC",49042.0,SAINT JOSEPH,"67760 US 131, CONSTANTINE, MI","[-85.6669256, 41.8123957]",N6177,2.0
N6177,CONSTANTINE,6/18/2014,,N6177,"BAYER GREAT LAKES PRODUCTION CO., LLC",49042.0,SAINT JOSEPH,"67760 US 131, CONSTANTINE, MI","[-85.6669256, 41.8123957]",N6177,2.0
N8245,CONSTANTINE,3/30/2009,General PTI,N8245,B & R OIL CO INC (REMEDIATION SITE),49042.0,SAINT JOSEPH,"175 N WASHINGTON ST, CONSTANTINE, MI","[-85.6706572, 41.84489749999999]",,0.0
A6352,MENDON,6/7/2013,,A6352,"IACNA, MENDON, LLC",49072.0,SAINT JOSEPH,"236 WEST CLARK STREET, MENDON, MI","[-85.4522238, 42.0135091]",A6352,1.0
P0509,MENDON,3/21/2014,General PTI,P0509,COUNTY TOP FARMS INC,49072.0,SAINT JOSEPH,"51665 OSGOOD RD, MENDON, MI","[-85.43525749999999, 42.0483468]",,0.0
A6380,STURGIS,7/31/2017,,A6380,ABBOTT NUTRITION,49091.0,SAINT JOSEPH,"901 N. CENTERVILLE, STURGIS, MI","[-85.42611169999999, 41.8097434]",A6380,2.0
A6405,STURGIS,3/11/2015,,A6405,"LTI PRINTING, INC.",49091.0,SAINT JOSEPH,"518 N CENTERVILLE RD, STURGIS, MI","[-85.4294973, 41.8038308]",,0.0
B2018,STURGIS,1/13/1997,,B2018,RUBBERMAID NEWELL,49091.0,SAINT JOSEPH,"309 N PROSPECT ST, STURGIS, MI","[-85.41321219999999, 41.8042682]",,0.0
B4372,STURGIS,3/16/2004,,B4372,OMNISOURCE STURGIS,49091.0,SAINT JOSEPH,"2160 S. CENTERVILLE ROAD, STURGIS, MI","[-85.42774399999999, 41.7843941]",,0.0
N0879,STURGIS,3/31/2008,Rolled into ROP,N0879,"MORGAN OLSON, LLC",49091.0,SAINT JOSEPH,"1861 CENTERVILLE ROAD, STURGIS, MI","[-85.4292961, 41.77870619999999]",N0879,4.0
N0879,STURGIS,5/18/2009,Rolled into ROP,N0879,"MORGAN OLSON, LLC",49091.0,SAINT JOSEPH,"1861 CENTERVILLE ROAD, STURGIS, MI","[-85.4292961, 41.77870619999999]",N0879,4.0
N0879,STURGIS,3/3/2010,Rolled into ROP,N0879,"MORGAN OLSON, LLC",49091.0,SAINT JOSEPH,"1861 CENTERVILLE ROAD, STURGIS, MI","[-85.4292961, 41.77870619999999]",N0879,4.0
N0879,STURGIS,12/18/2013,Rolled into ROP,N0879,"MORGAN OLSON, LLC",49091.0,SAINT JOSEPH,"1861 CENTERVILLE ROAD, STURGIS, MI","[-85.4292961, 41.77870619999999]",N0879,4.0
N0879,STURGIS,11/21/2019,,N0879,"MORGAN OLSON, LLC",49091.0,SAINT JOSEPH,"1861 CENTERVILLE ROAD, STURGIS, MI","[-85.4292961, 41.77870619999999]",N0879,4.0
N1152,STURGIS,4/17/1997,,N1152,MARTIN PRODUCTS CO,49091.0,SAINT JOSEPH,"66635 N-M66, STURGIS, MI","[-85.4162695, 41.8307452]",,0.0
N1152,STURGIS,9/25/2018,,N1152,MARTIN PRODUCTS CO,49091.0,SAINT JOSEPH,"66635 N-M66, STURGIS, MI","[-85.4162695, 41.8307452]",,0.0
N1935,STURGIS,1/23/2007,General PTI,N1935,"SUMMIT POLYMERS, INC -  SYNTECH PLANT",49091.0,SAINT JOSEPH,"1211 PROGRESS ST, STURGIS, MI","[-85.4346849, 41.8046835]",N1935,1.0
N1935,STURGIS,12/15/2016,,N1935,"SUMMIT POLYMERS, INC -  SYNTECH PLANT",49091.0,SAINT JOSEPH,"1211 PROGRESS ST, STURGIS, MI","[-85.4346849, 41.8046835]",N1935,1.0
N5257,STURGIS,8/23/2010,,N5257,"OWENS PRODUCTS, INC.",49091.0,SAINT JOSEPH,"1107 PROGRESS ST., STURGIS, MI","[-85.4322586, 41.8048896]",N5257,1.0
N6903,STURGIS,11/8/2000,General PTI,,,,,,,,
N7073,STURGIS,1/22/2002,General PTI,N7073,SE-KURE DOME & MIRRORS,49091.0,SAINT JOSEPH,"1139 HAINES BOULEVARD, STURGIS, MI","[-85.43256029999999, 41.8186814]",,0.0
