id,name_x,zip_code,county,full_address,geometry,fce,sar,violations,total,income_poverty_level,white_pct,black_pct,am_indian_ak_native_pct,asian_pct,hi_pc_islander_pct,other_pct,srn,approved,years,years_converted,fce_per_year
N6918,"PAXTON RESOURCES, SCHROEDER 9 CPF",49735,OTSEGO,"SE SE SW T29 R3W SEC 9, CHARLTON TWP, MI","[-84.4340843, 44.9953568]",0.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6918,2001-01-23,21.18592442007707,9.0,0.0
N7205,VCP MICHIGAN - CHARLTON 34/35,49735,OTSEGO,"NE NW NE SEC 35, CHARLTON TWP, MI","[-99.9018131, 41.4925374]",0.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N7205,2019-09-26,2.51339863241545,2.51339863241545,0.0
N5798,CORE ENERGY LLC - CHESTER 10 CO2 RECOVERY,49735,OTSEGO,"SW 1/4 SW 1/4 SEC 10 T29N R2W, CHESTER TWP, MI","[-85.8690933, 43.158429]",2.0,2.0,1.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N5798,2016-11-28,5.33891866362759,5.33891866362759,0.3746076923076923
P0928,RIVERSIDE - S. CHESTER / BIG BASS LAKE BOOSTER ST.,49735,OTSEGO,"E 1/2 SE 1/4 SW 1/4 SEC 1, T29N R2W, CHESTER TWP, MI","[-85.8690933, 43.158429]",1.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,P0928,2018-07-11,3.7235535295043705,3.7235535295043705,0.2685606617647059
N6182,VCP MICHIGAN - CHESTER 22/27 CPF,49735,OTSEGO,"T30N R2W SEC 22 CHESTER TWP, CHESTER TWP, MI","[-85.60236429999999, 44.3148443]",1.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6182,2021-01-22,1.1882516410330124,1.1882516410330124,0.8415725806451613
P0446,CORE ENERGY LLC - DOVER 36 CPF,49735,OTSEGO,"SEC 36 (LAT: 45 02' 11.6""  - LONG: 84 30' 39.5""), DOVER TWP, MI","[-85.60236429999999, 44.3148443]",2.0,1.0,2.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,P0446,2013-07-31,8.668213584125615,8.668213584125615,0.23072804801010738
N7526,"RIVERSIDE ENERGY MICHIGAN, LLC - BUSHMAN CPF",49735,OSCODA,"T28N R2E SECTION 2, ELMER TWP, MI","[-84.20679919999999, 44.7599645]",2.0,2.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N7526,2006-03-28,16.01128017686879,9.0,0.2222222222222222
M4136,AMERICAN CREMATORY,49735,OTSEGO,"2017 DICKERSON RD, GAYLORD, MI","[-84.6870134, 45.0009334]",0.0,0.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,M4136,2008-11-14,13.377413636145848,9.0,0.0
N6211,AUTUMN VALLEY CREMATORY,49735,OTSEGO,"1670 O ROURKE BLVD, GAYLORD, MI","[-84.6953881, 45.0085005]",0.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6211,1997-03-07,25.068276555986778,9.0,0.0
P1074,BASE SAND & GRAVEL LLC,49735,OTSEGO,"3075 EAST DIXON LAKE ROAD, GAYLORD, MI","[-84.62537499999999, 44.9859982]",0.0,0.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,P1074,2019-08-23,2.606487470653059,2.606487470653059,0.0
N6526,"CMS GENERATION, LIVINGSTON GENERATING STATION",49735,OTSEGO,"155 N. TOWNLINE ROAD, GAYLORD, MI","[-84.7350728, 45.0644173]",3.0,3.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6526,2000-08-15,21.62672744820222,9.0,0.3333333333333333
A5797,COOPER STANDARD AUTOMOTIVE,49735,OTSEGO,"594 ALPINE RD, GAYLORD, MI","[-84.6785538, 44.9736514]",1.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,A5797,2004-03-24,18.020903919998357,9.0,0.1111111111111111
N6231,LAMBDA ENERGY RESOURCES LLC - CHESTER 34,49735,OTSEGO,"6790 BASS LAKE TRL, GAYLORD, MI","[-84.52308339999999, 44.9468058]",2.0,2.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6231,1997-02-21,25.106607254084615,9.0,0.2222222222222222
B9149,LAMBDA ENERGY RESOURCES LLC - FREDERIC 2,49735,CRAWFORD,"11770 LYNN LAKE RD, GAYLORD, MI","[-84.74585499999999, 44.8947051]",1.0,2.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,B9149,1998-02-05,24.151077708645627,9.0,0.1111111111111111
B9152,LAMBDA ENERGY RESOURCES LLC - HAYES 22,49735,OTSEGO,"9375 MT FREDERIC RD, GAYLORD, MI","[-84.7865207, 44.8951246]",2.0,2.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,B9152,2005-11-22,16.356256459749346,9.0,0.2222222222222222
B5667,LAMBDA ENERGY RESOURCES LLC - OTSEGO 6,49735,OTSEGO,"2443 LAKE MANUKA RD   SEC 6 OTSEGO LAKE TWP, GAYLORD, MI","[-84.74655399999999, 44.9487286]",2.0,2.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,B5667,2007-10-01,14.499955509011137,9.0,0.2222222222222222
N6229,"LAMBDA ENERGY RESOURCES, LLC - BAGLEY A 25",49735,OTSEGO,"4063 TROMBLEY RD, GAYLORD, MI","[-84.6086249, 44.9702056]",1.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6229,1997-02-21,25.106607254084615,9.0,0.1111111111111111
N6091,"LAMBDA ENERGY RESOURCES, LLC - CHESTER 18",49735,OTSEGO,"2998 RANGER LAKE RD, GAYLORD, MI","[-84.5874858, 44.987101]",1.0,2.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6091,2010-09-10,11.556705476498491,9.0,0.1111111111111111
N6907,"PAXTON RESOURCES, J.A. BOTT",49735,OTSEGO,"NW NW NE SEC 13 T29N R03W, GAYLORD, MI","[-99.9018131, 41.4925374]",2.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6907,2000-12-19,21.28175116532167,9.0,0.2222222222222222
N7465,RIVERSIDE - HAYES 34 CPF,49735,OTSEGO,"SEC 34 29N 04W, GAYLORD, MI","[-84.6747523, 45.0275126]",2.0,2.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N7465,2006-05-30,15.838792035428517,9.0,0.2222222222222222
N6939,RIVERSIDE - OLD VANDY NORTH CPF,49735,OTSEGO,"SW SW SW SEC 17 T32N R3W, GAYLORD, MI","[-84.6747523, 45.0275126]",2.0,2.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6939,2014-01-30,8.167176601846718,8.167176601846718,0.24488266845457596
P1194,RIVERSIDE ENERGY MICHIGAN,49735,OTSEGO,"10875 GERONIMO TRAIL, GAYLORD, MI","[-84.82573169999999, 44.87418210000001]",0.0,0.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,P1194,2021-06-09,0.8104204740685983,0.8104204740685983,0.0
N7015,"RIVERSIDE ENERGY MICHIGAN, LLC - ECHO LAKE 6 CPF",49735,OTSEGO,"SE SE SE  T29N R4W,  SEC 6, GAYLORD, MI","[-84.6747523, 45.0275126]",1.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N7015,2005-12-19,16.282332970560656,9.0,0.1111111111111111
N7065,"RIVERSIDE ENERGY MICHIGAN, LLC - NADV 1-2-3",49735,OTSEGO,"SEC 8 T30N R4W SE NW SW, GAYLORD, MI","[-84.6747523, 45.0275126]",1.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N7065,2017-05-16,4.876212379446532,4.876212379446532,0.20507720381807976
N5831,"RIVERSIDE ENERGY MICHIGAN, LLC - WILDERNESS CO2",49735,OTSEGO,"10875 GERONIMO TRAIL, GAYLORD, MI","[-84.82573169999999, 44.87418210000001]",4.0,7.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N5831,2006-03-20,16.0331834329247,9.0,0.4444444444444444
N6444,VCP MICHIGAN - ASE 5,49735,OTSEGO,"T30N-R2W, SECTION 35, GAYLORD, MI","[-84.6747523, 45.0275126]",2.0,2.0,2.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6444,2011-10-17,10.45606685968911,9.0,0.2222222222222222
N6833,"WOLVERINE POWER, GAYLORD GENERATING STATION",49735,OTSEGO,"2700 MILLBOCKER ROAD, GAYLORD, MI","[-84.7210011, 45.0038785]",4.0,5.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6833,2000-07-25,21.68422349534898,9.0,0.4444444444444444
N7537,RIVERSIDE - HAYES 29 - GRIDIRON BOOSTER STATION,49735,OTSEGO,"T28N R4W SECTION 34, HAYES TWP, MI","[-84.75244819999999, 44.0327791]",2.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N7537,2006-04-10,15.975687385777942,9.0,0.2222222222222222
N7538,RIVERSIDE - HAYES 34 WILD WEST BOOSTER STATION,49735,OTSEGO,"SE4 NE4 SE4 SECTION 16 T30N R4W, HAYES TWP, MI","[-84.75244819999999, 44.0327791]",2.0,2.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N7538,2005-11-09,16.391849250840195,9.0,0.2222222222222222
N7184,VCP MICHIGAN - HAYES 12,49735,OTSEGO,"SE NW SEC 12, HAYES TWP, MI","[-85.13786619999999, 45.3277121]",0.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N7184,2011-06-03,10.828422212639548,9.0,0.0
N5934,VCP MICHIGAN - MAYER,49735,OTSEGO,"T29N-R4W, SECTION 24, HAYES TWP, MI","[-84.75244819999999, 44.0327791]",2.0,3.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N5934,2011-12-14,10.297268253283777,9.0,0.2222222222222222
N7560,RIVERSIDE - MOSSBACK CPF,49735,OTSEGO,"SE4 SE4 SW4 SECTION 2 T31N R3W, LIVNGSTON TWP, MI","[-85.60236429999999, 44.3148443]",2.0,2.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N7560,2006-03-28,16.01128017686879,9.0,0.2222222222222222
N6946,RIVERSIDE - OLD VANDY SOUTH CPF,49735,OTSEGO,"NW NW NW SEC 6, LIVNGSTON TWP, MI","[-85.60236429999999, 44.3148443]",2.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6946,2014-09-19,7.531982176225385,7.531982176225385,0.26553435114503815
N7561,"RIVERSIDE ENERGY MICHIGAN, LLC - LIVINGSTON 21",49735,OTSEGO,"SW4 SW4 SEC 21, T31N, R3 W, LIVNGSTON TWP, MI","[-85.60236429999999, 44.3148443]",1.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N7561,2006-03-28,16.01128017686879,9.0,0.1111111111111111
N6560,"RIVERSIDE ENERGY MICHIGAN, LLC -LIVINGSTON 31 CPF",49735,OTSEGO,"SE4, SW4, SEC 31, T31N, R3W (GT 4/12/07), LIVNGSTON TWP, MI","[-85.60236429999999, 44.3148443]",1.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6560,1999-04-06,22.98746723067551,9.0,0.1111111111111111
N6099,VCP MICHIGAN - LIVINGSTON 34,49735,OTSEGO,"685 E. M-32, LIVNGSTON TWP, MI","[-84.6590664, 45.0269605]",2.0,2.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N6099,2010-12-20,11.280176868792651,9.0,0.2222222222222222
N7607,RIVERSIDE - MADV CPF,49735,ANTRIM,"T 29N R5W SEC 26, MANCELONA TWP, MI","[-84.957681, 44.907574]",2.0,2.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N7607,2006-06-07,15.816888779372608,9.0,0.2222222222222222
N7566,RIVERSIDE - MANCELONA WEST,49735,ANTRIM,"SE4 SE4 SEC 29, MANCELONA TWP, MI","[-84.957681, 44.907574]",0.0,1.0,0.0,19372.0,14.1,95.2,0.8,0.3,0.6,0.0,3.1,N7566,2019-10-09,2.4778058413245994,2.4778058413245994,0.0
N8186,BREITBURN OPERATING - ST. BEAVER CK C4-18,49738,CRAWFORD,"SW4 NE4 SE4 SEC 18, BEAVER CREEK, MI","[-84.7106567, 44.5596014]",1.0,1.0,0.0,9598.0,17.1,96.3,1.0,0.1,1.3,0.0,1.3,N8186,2008-12-23,13.270635262873297,9.0,0.1111111111111111
P0699,ARAUCO NORTH AMERICA,49738,CRAWFORD,"5851 ARAUCO RD, GRAYLING, MI","[-84.68806409999999, 44.5998936]",1.0,1.0,1.0,9598.0,17.1,96.3,1.0,0.1,1.3,0.0,1.3,P0699,2020-10-28,1.423711643634024,1.423711643634024,0.7023894230769231
P0435,CORE ENERGY - BEAVER CREEK C3-11,49738,CRAWFORD,"KING ROAD, GRAYLING, MI","[-84.74979429999999, 44.571314]",1.0,1.0,0.0,9598.0,17.1,96.3,1.0,0.1,1.3,0.0,1.3,P0435,2019-03-26,3.0171735217013356,3.0171735217013356,0.33143602540834843
N1237,GEORGIA PACIFIC CHEMICALS LLC,49738,CRAWFORD,"4113 W FOUR MILE RD, GRAYLING, MI","[-84.6910156, 44.5973692]",1.0,2.0,1.0,9598.0,17.1,96.3,1.0,0.1,1.3,0.0,1.3,N1237,2003-08-18,18.62050555452884,9.0,0.1111111111111111
N2388,GRAYLING GENERATING STATION LTD PTNR,49738,CRAWFORD,"4400 W FOUR MILE RD, GRAYLING, MI","[-84.6905511, 44.6048676]",2.0,1.0,2.0,9598.0,17.1,96.3,1.0,0.1,1.3,0.0,1.3,N2388,2001-09-18,20.534302552413806,9.0,0.2222222222222222
B8707,"SPRINGS WINDOW FASHIONS, LLC",49738,CRAWFORD,"2669 INDUSTRIAL DRIVE, GRAYLING, MI","[-84.6984959, 44.646918]",1.0,1.0,1.0,9598.0,17.1,96.3,1.0,0.1,1.3,0.0,1.3,B8707,2018-04-12,3.969965160133336,3.969965160133336,0.25189137931034483
A0869,STEPHAN WOOD PROD INC,49738,CRAWFORD,"605 HURON STREET, GRAYLING, MI","[-84.7019191, 44.65672989999999]",0.0,1.0,0.0,9598.0,17.1,96.3,1.0,0.1,1.3,0.0,1.3,A0869,1997-03-25,25.018994229860983,9.0,0.0
B7302,WEYERHAEUSER NR COMPANY,49738,CRAWFORD,"4111 W FOUR MILE RD, GRAYLING, MI","[-84.6918134, 44.593432]",4.0,5.0,0.0,9598.0,17.1,96.3,1.0,0.1,1.3,0.0,1.3,B7302,2002-02-22,20.10445115231661,9.0,0.4444444444444444
N6345,BREITBURN OPERATING LP - GARFIELD 1-8 CPF,49738,KALKASKA,"SW 1/4, NE 1/4, NE 1/4, SEC 8, T25N, R5W, S BOARDMAN, MI","[-85.2515482, 44.6584055]",0.0,2.0,1.0,9598.0,17.1,96.3,1.0,0.1,1.3,0.0,1.3,N6345,2012-06-14,9.79623127100488,9.0,0.0
N6346,RIVERSIDE - GARFIELD 1-9/8-9,49738,KALKASKA,"SECTION 9 GARFIELD TWP, S BOARDMAN, MI","[-85.6640365, 44.7122721]",2.0,2.0,0.0,9598.0,17.1,96.3,1.0,0.1,1.3,0.0,1.3,N6346,2014-05-01,7.918027064210764,7.918027064210764,0.25258817427385893
P0179,CITY OF HARBOR SPRINGS,49740,EMMET,"800 STATE RD, HARBOR SPGS, MI","[-84.9888749, 45.4362151]",0.0,0.0,0.0,6919.0,5.8,94.2,0.4,2.2,0.7,0.0,2.6,P0179,2010-12-10,11.307555938862537,9.0,0.0
P0180,CITY OF HARBOR SPRINGS,49740,EMMET,"550 4TH ST, HARBOR SPGS, MI","[-84.9994346, 45.4308437]",0.0,0.0,0.0,6919.0,5.8,94.2,0.4,2.2,0.7,0.0,2.6,P0180,2010-12-10,11.307555938862537,9.0,0.0
P0181,CITY OF HARBOR SPRINGS,49740,EMMET,"119 E MAIN ST, HARBOR SPGS, MI","[-84.9886894, 45.4299301]",0.0,0.0,0.0,6919.0,5.8,94.2,0.4,2.2,0.7,0.0,2.6,P0181,2010-12-10,11.307555938862537,9.0,0.0
N7532,RIVERSIDE - HEAD START CPF,49746,ALPENA,"T30N R5E SEC 9, FLANDERS, MI","[-85.60236429999999, 44.3148443]",2.0,2.0,0.0,3249.0,14.6,97.9,0.5,0.0,0.4,0.0,1.3,N7532,2006-03-30,16.005804362854814,9.0,0.2222222222222222
N1266,HILLMAN POWER CO,49746,MONTMORENCY,"750  E. PROGRESS ST, HILLMAN, MI","[-83.89407270000001, 45.0687988]",3.0,3.0,3.0,3249.0,14.6,97.9,0.5,0.0,0.4,0.0,1.3,N1266,2002-03-13,20.05243091918383,9.0,0.3333333333333333
P0387,RIVERSIDE - HILLBILLY CPF,49746,MONTMORENCY,"T31N-R3E, SEC 21, SW SW NE, HILLMAN, MI","[-83.90110640000002, 45.0591766]",0.0,1.0,0.0,3249.0,14.6,97.9,0.5,0.0,0.4,0.0,1.3,P0387,2012-11-01,9.412924290026488,9.0,0.0
N8256,RIVERSIDE - LLOYDS OF LONDON CPF,49746,MONTMORENCY,"SE NW NE SEC 18 T31N R3E, HILLMAN, MI","[-99.9018131, 41.4925374]",1.0,2.0,0.0,3249.0,14.6,97.9,0.5,0.0,0.4,0.0,1.3,N8256,2010-09-15,11.543015941463548,9.0,0.1111111111111111
P0037,RIVERSIDE - MILLER CREEK CPF,49746,MONTMORENCY,"MILLER CREEK CPF, HILLMAN, MI","[-83.9009667, 45.0639603]",0.0,1.0,0.0,3249.0,14.6,97.9,0.5,0.0,0.4,0.0,1.3,P0037,2010-02-11,12.134403854973066,9.0,0.0
N8257,"RIVERSIDE ENERGY MICHIGAN, LLC - X-REA CPF",49746,MONTMORENCY,"T31N R4E SEC 26 SW 1/4 NW 1/4 SW 1/4, HILLMAN, MI","[-83.90110640000002, 45.0591766]",1.0,1.0,0.0,3249.0,14.6,97.9,0.5,0.0,0.4,0.0,1.3,N8257,2009-05-21,12.862687118832008,9.0,0.1111111111111111
P0185,LAMBDA ENERGY RESOURCES LLC - KRUEGERALD,49746,ALPENA,"BEAUDAIN RD NW 1/4 OF THE SW 1/4 SEC 4 T29N R7E, OSSINEKE, MI","[-83.4424736, 44.9022343]",1.0,1.0,0.0,3249.0,14.6,97.9,0.5,0.0,0.4,0.0,1.3,P0185,2011-01-28,11.1733984955201,9.0,0.1111111111111111
N8213,"RIVERSIDE ENERGY MICHIGAN, LLC - LOUD 13 UNIT 172",49746,MONTMORENCY,"SE 1/4 NW 1/4 SEC 19, RUST TWP, MI","[-83.9509886, 44.9520889]",0.0,2.0,0.0,3249.0,14.6,97.9,0.5,0.0,0.4,0.0,1.3,N8213,2009-02-09,13.139215726537849,9.0,0.0
N7470,"LAMBDA ENERGY RESOURCES, LLC - CALEDONIA 10 & 11",49747,ALCONA,"4409 FRUCHEY RANCH RD., CALEDONIA TWP, MI","[-83.7116217, 44.8361561]",2.0,2.0,0.0,1948.0,14.1,96.7,0.1,0.0,0.5,0.2,2.5,N7470,2005-07-06,16.736825533720747,9.0,0.2222222222222222
P0148,RIVERSIDE - SNOWPLOW CPF,49747,ALPENA,"SW 1/4 NW 1/4 SW 1/4 SEC 10 T29N R5E, OSSINEKE, MI","[-83.4424736, 44.9022343]",0.0,1.0,0.0,1948.0,14.1,96.7,0.1,0.0,0.5,0.2,2.5,P0148,2020-12-17,1.2868162932845986,1.2868162932845986,0.0
N7287,A J POSITANO PAVING #194-03A,49749,CHEBOYGAN,"PORTABLE ASPHALT PLANT #194-03A, INDIAN RIVER, MI","[-84.6125364, 45.4125117]",0.0,0.0,0.0,3931.0,12.2,95.7,0.5,0.4,0.0,0.0,3.5,N7287,2004-06-21,17.77723019637638,9.0,0.0
N7286,A J POSITANO PAVING #213-03,49749,CHEBOYGAN,"PORTABLE CRUSHING PLANT #213-03, INDIAN RIVER, MI","[-84.6125364, 45.4125117]",0.0,0.0,0.0,3931.0,12.2,95.7,0.5,0.4,0.0,0.0,3.5,N7286,2003-09-10,18.557533693368104,9.0,0.0
N7284,RIVERSIDE - BAGLEY 30,49751,OTSEGO,"NE SEC 19,T30N,R3W, BAGLEY TWP, MI","[-84.6515354, 44.9683506]",0.0,0.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N7284,2018-07-30,3.6715332963715888,3.6715332963715888,0.0
N7338,VCP MICHIGAN - BRILEY 26,49751,MONTMORENCY,"T31 R2E SECTION 26, SE NE NW, BRILEY TWP, MI","[-84.1903585, 45.0393666]",0.0,0.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N7338,2004-05-07,17.900436011690864,9.0,0.0
N6116,"JORDAN DEVELOPMENT COMPANY, L.L.C. - PIGEON RIVER",49751,OTSEGO,"NW NE SEC 22 T31N R1W, CHARLTON TWP, MI","[-99.9018131, 41.4925374]",2.0,2.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N6116,2007-12-03,14.327467367570861,9.0,0.2222222222222222
N8327,NUENERGY- MARSTRAND ANTRIM 34 CPF,49751,OTSEGO,"NE 1/4 NW 1/4 SECTION 34 T31N R01W, CHARLTON TWP, MI","[-84.4340843, 44.9953568]",1.0,1.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N8327,2009-10-27,12.427359904720836,9.0,0.1111111111111111
N6153,RIVERSIDE - MID. CHARLTON CPF,49751,OTSEGO,"SE4 SE4 NE4 SEC 26, T30N-R1W, CHARLTON TWP, MI","[-84.4340843, 44.9953568]",2.0,1.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N6153,2021-07-15,0.711855821817012,0.711855821817012,2.8095576923076924
N6147,"RIVERSIDE ENERGY MICHIGAN, LLC - CHARLTON 27",49751,OTSEGO,"NE NW NW T30N R1W SEC 27, CHARLTON TWP, MI","[-84.4340843, 44.9953568]",0.0,1.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N6147,2008-01-02,14.245330157361206,9.0,0.0
N6122,"RIVERSIDE ENERGY MICHIGAN, LLC - CHARLTON 8",49751,OTSEGO,"NW SE SEC 8 T29N R1W, CHARLTON TWP, MI","[-84.4340843, 44.9953568]",0.0,1.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N6122,2012-07-11,9.722307781816191,9.0,0.0
P1100,"CORE ENERGY, INC. - CHESTER 16",49751,OTSEGO,"SEC 22, T30N, R02W, CHESTER TWP, MI","[-85.8690933, 43.158429]",1.0,1.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,P1100,2020-03-09,2.061643976262346,2.061643976262346,0.48504980079681276
N7782,RIVERSIDE - CHESTER 12 FOX CPF,49751,OTSEGO,"NW SE NE SECTION 12 T30 R2W, CHESTER TWP, MI","[-85.8690933, 43.158429]",2.0,2.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N7782,2018-04-10,3.975440974147313,3.975440974147313,0.5030888429752066
P0985,"RIVERSIDE ENERGY MICHIGAN, LLC",49751,OTSEGO,"CHESTER 12 SKLARCZYK C4-13 T30N-R2W SEC 13 NE NE SE, CHESTER TWP, MI","[-85.8690933, 43.158429]",0.0,1.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,P0985,2019-04-24,2.9377742184986686,2.9377742184986686,0.0
N6431,VCP MICHIGAN - ASE 6,49751,OTSEGO,"T30N-R2W, SECTION 32, CHESTER TWP, MI","[-84.54793099999999, 45.0011522]",2.0,4.0,1.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N6431,2006-01-04,16.23852645844884,9.0,0.2222222222222222
N6083,VCP MICHIGAN - CHESTER 18 CPF,49751,OTSEGO,"SW SE SW SEC 18 T30N R02W, CHESTER TWP, MI","[-85.8690933, 43.158429]",0.0,2.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N6083,2021-02-04,1.1526588499421617,1.1526588499421617,0.0
B7390,ANR PIPELINE - CENTRAL CHARLTON COMPRESSOR STATION,49751,OTSEGO,"14490 BECKETT ROAD, JOHANNESBURG, MI","[-84.3823043, 45.014682]",4.0,3.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,B7390,1997-10-24,24.43582003737243,9.0,0.4444444444444444
B7219,ANR PIPELINE CO. SOUTH CHESTER COMPRESSOR STATION,49751,OTSEGO,"6327  OLD STATE RD., JOHANNESBURG, MI","[-84.54196809999999, 44.91112]",4.0,5.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,B7219,1997-10-24,24.43582003737243,9.0,0.4444444444444444
N6086,CORE ENERGY LLC - CHARLTON 28,49751,OTSEGO,"11859 SPARR RD, JOHANNESBURG, MI","[-84.4323198, 45.0431186]",2.0,2.0,1.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N6086,2007-07-27,14.680657371472378,9.0,0.2222222222222222
N2940,DCP ANTRIM GAS LLC,49751,OTSEGO,"6250  OLD STATE RD, JOHANNESBURG, MI","[-84.5411307, 44.91553400000001]",4.0,9.0,2.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N2940,1997-05-20,24.865671437469626,9.0,0.4444444444444444
B9142,"LAMBDA ENERGY RESOURCES, LLC - CHARLTON 12",49751,OTSEGO,"14116  HEATHERTON RD, JOHANNESBURG, MI","[-84.38798179999999, 44.9991802]",2.0,2.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,B9142,2005-06-14,16.797059487874495,9.0,0.2222222222222222
B9144,"LAMBDA ENERGY RESOURCES, LLC - CHARLTON 4",49751,OTSEGO,"5750  LOST CABIN TR, JOHANNESBURG, MI","[-84.43672649999999, 45.1096521]",3.0,3.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,B9144,2007-04-24,14.938020630129298,9.0,0.3333333333333333
N7536,SKLARCZYK SEED FARM LLC,49751,OTSEGO,"8714 M-32 EAST, JOHANNESBURG, MI","[-84.4921937, 44.9867585]",0.0,3.0,0.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N7536,2018-09-17,3.5373758530291517,3.5373758530291517,0.0
N7190,VCP MICHIGAN - VIENNA 6-7,49751,MONTMORENCY,"NW NE SW SEC 7, VIENNA TWP, MI","[-83.7836403, 43.180142]",1.0,1.0,1.0,2016.0,10.4,97.0,0.0,1.6,0.6,0.1,0.5,N7190,2018-05-15,3.879614228902715,3.879614228902715,0.257757586450247
N6569,PAYNE & DOLAN INC  C34,49752,CHIPPEWA,"C34  ASPHALT PLANT  #40-99D, KINROSS, MI","[-84.50789230000001, 46.2778265]",1.0,3.0,1.0,755.0,18.9,81.4,10.1,7.8,0.0,0.0,0.8,N6569,2015-10-05,6.488839606562763,6.488839606562763,0.1541107594936709
N8075,"LAMBDA ENERGY RESOURCES, LLC - 35-12 UNIT",49753,ALPENA,"14696 M-65 SOUTH, LACHINE, MI","[-83.77968779999999, 44.85897310000001]",2.0,1.0,0.0,2075.0,8.2,99.0,0.1,0.0,0.0,0.0,0.9,N8075,2010-11-19,11.365051986009295,9.0,0.2222222222222222
