company,address,srn,approved
RIVERSIDE ENERGY MICHIGAN,"NW NE SEC 20, T8N, R6E",N8070,6/30/2008
"LAMBDA ENERGY RESOURCES, LLC","SW 1/4 SE 1/4 NE 1/4 SEC 8, T28N,",N8074,1/14/2011
"LAMBDA ENERGY RESOURCES, LLC","SW 1/4 SW 1/4 NE 1/4 SEC 36, T29N,",N8075,11/19/2010
"JOY CONSTRUCTION & LEASING,",19200 WOODWARD AVENUE,N8078,7/31/2008
KEEBLER COMPANY,3750 ROGER B CHAFFEE BLVD,N8079,2/27/2019
"SPEEDWAY SUPERAMERICA, LLC",23785 W MICHIGAN AVENUE - SSA,N8080,7/28/2008
"RECONSERVE OF MICHIGAN, INC",170 ANGELL STREET,N8081,3/16/2017
"S C HOLDINGS, INC",2301 2 MILE & BEAVER ROADS -,N8085,9/22/2008
"LEWISTON SAND & GRAVEL, INC",8291 BUTTLES ROAD,N8087,8/5/2008
DETROIT INSTITUTE OF ARTS,5200 WOODWARD AVENUE,N8089,8/19/2008
"JOY SERVICES, INC",39130 PLYMOUTH ROAD,N8090,8/13/2008
"SPEEDWAY SUPERAMERICA, LLC",6582 GRAND HAVEN ROAD - SSA,N8091,8/13/2008
LUMBERMEN'S FINISHING DIVISION,3903 ROGER B CHAFFEE,N8097,3/30/2009
LUMBERMEN'S FINISHING DIVISION,3903 ROGER B CHAFFEE,N8097,12/14/2017
"LOWE'S HOME CENTERS, INC",3277 S ROCHESTER ROAD,N8139,9/29/2008
"LOWE'S HOME CENTERS, INC",30547 LYON CENTER DRIVE EAST,N8144,9/29/2008
"LOWE'S HOME CENTERS, INC",2140 ANDERSON ROAD,N8145,9/29/2008
"CONNAN, INC",188 HOWARD AVENUE,N8147,8/20/2008
MICHIGAN RENEWABLE CARBON,125 G AVENUE,N8149,10/29/2013
VECTOR PIPELINE LP,"W NE SEC 8, T4S",N8151,12/10/2008
"SOUTHSIDE BODY SHOP, INC",A-5220 141ST AVENUE,N8154,11/7/2008
BOND CRUSHED CONCRETE,3740 PATTERSON ROAD,N8155,8/5/2020
FRANK ADAMS,9109 N 72ND AVENUE,N8156,9/10/2008
JEEP FURNITURE,3901 SOUNDTECH COURT,N8157,9/11/2008
"SPEEDWAY SUPERAMERICA, LLC",31374 SCHOOLCRAFT ROAD - SSA,N8160,9/29/2008
COBRA OIL & GAS CORPORATION,4365 LA GRANT ROAD - CLAYTON,N8162,8/22/2017
NEXT ENERGY,461 BURROUGHS STREET,N8164,3/9/2009
"SPEEDWAY SUPERAMERICA, LLC",3009 E MOUNT MORRIS ROAD - SSA,N8167,10/14/2008
ADMIRAL PETROLEUM COMPANY,11 E MUSKEGON AVENUE,N8169,10/15/2008
"RIVERSIDE ENERGY MICHIGAN, LLC",SECTION 32 - MOUNT MARIA CPF,N8170,12/17/2008
DETROIT WATER & SEWERAGE,11900 FREUD STREET,N8174,3/1/2001
GREAT LAKES WATER AUTHORITY,11900 FREUD STREET,N8174,10/30/2008
"SPEEDWAY SUPERAMERICA, LLC",8462 STATE STREET - SSA #8394,N8175,11/3/2008
"SPEEDWAY SUPERAMERICA, LLC",6736 S CEDAR STREET - SSA #7090,N8176,11/3/2008
RIVERS EDGE PET CREAMATORY,N10186 BURT STREET,N8177,10/28/2021
MICHIGAN BELL TELEPHONE,1360 W ANN ARBOR ROAD,N8179,12/10/2008
"RIVERSIDE ENERGY MICHIGAN, LLC",SE 1/4 SW 1/4 SW 1/4 SEC 6 -,N8181,8/18/2009
"RIVERSIDE ENERGY MICHIGAN, LLC",NW 1/4 SW 1/4 SE 1/4 SEC 35 - STAR,N8182,5/23/2012
"CHERBER'S COLLISION, LLC",2970 LAPEER ROAD,N8183,6/26/2009
"OAK PARK FAST TRACK, LLC",8600 W 9 MILE ROAD,N8184,11/24/2008
BREITBURN OPERATING COMPANY,SW 1/4 NE 1/4 SE 1/4 SEC 18,N8186,12/23/2008
JACKSON METAL CLEANING,3507 WAYLAND DRIVE,N8188,1/14/2014
"HILDEN OIL COMPANY, INC",ISABELLA 18 FACILITY,N8189,2/26/2009
"MRP PROPERTIES, LLC",29030 NORTHWESTERN HIGHWAY,N8193,12/1/2008
CREATIVE MERCHANDISING,4044 BROCKTON DRIVE SE,N8194,3/4/2009
"E-COAT PROJECT, LLC",3800 PATTERSON AVENUE SE,N8197,12/8/2008
BOLD COMPANIES,2291 OLTHOFF DRIVE,N8204,12/23/2008
SPRING ARBOR COATINGS,190 W MAIN STREET,N8206,8/17/2018
AIRGAS CARBONIC & DRY ICE,11440 CEMENTERY ROAD,N8207,4/30/2013
"GENERATE FREMONT DIGESTER,",1634 LOCUST STREET,N8210,1/25/2021
"RIVERSIDE ENERGY MICHIGAN, LLC",SE 1/4 NW 1/4 SEC 19 - UNIT 172,N8213,2/9/2009
"RIVERSIDE ENERGY MICHIGAN, LLC","NW 1/4 NW 1/4 SEC 23, T29N, R03E -",N8216,2/9/2009
"RIVERSIDE ENERGY MICHIGAN, LLC","SW 1/4 NW 1/4 SEC 34, T30N, R02E -",N8217,2/9/2009
"GERKEN MATERIALS, INC",2675 TREAT STREET,N8221,1/8/2009
COSMA CASTING MICHIGAN,10 CLARK ROAD,N8223,1/13/2022
COPPER COUNTRY CREMATORY,8001 GREENSTONE LANE,N8224,2/3/2009
"A W TECHNICAL CENTER USA, INC",ANN ARBOR TECHNOLOGY PARK,N8232,7/30/2010
"MRP PROPERTIES, LLC",25664 GIBRALTAR ROAD,N8235,3/3/2009
"MRP PROPERTIES, LLC",50990 VAN DYKE AVENUE,N8236,3/3/2009
"MRP PROPERTIES, LLC",10000 PLYMOUTH ROAD,N8237,3/3/2009
LIGHTHOUSE CONTRACTING,4755 S OTTER CREEK ROAD,N8238,11/12/2009
BREITBURN OPERATING COMPANY,SECTION 9 - STATE GARFIELD 9/10,N8242,7/31/2013
B & R OIL COMPANY,175 N WASHINGTON STREET,N8245,3/30/2009
MATHY CONSTRUCTION COMPANY,NW SW SEC 33 - PORTABLE,N8249,3/8/2012
"M-52 SAND & GRAVEL, LLC",6700 MICHIGAN STATE ROAD M-52,N8250,4/6/2009
"SPEEDWAY SUPERAMERICA, LLC",29020 SOUTHFIELD ROAD - SSA,N8251,5/15/2012
BARBER CREEK SAND & GRAVEL,2180 23RD STREET,N8252,6/26/2009
LES SCHAPER,2167 CASEVILLE ROAD,N8253,4/28/2009
LAKE COUNTY,1153 MICHIGAN AVENUE,N8254,4/13/2009
"RIVERSIDE ENERGY MICHIGAN, LLC","SE NW NE SEC 18, T31N, R3E -",N8256,9/15/2010
"RIVERSIDE ENERGY MICHIGAN, LLC",X-REA,N8257,5/21/2009
WATTERS & SONS FARMS,4839 M-36,N8259,4/16/2009
KREBSVIEW FARMS,8760 MASON ROAD,N8260,4/16/2009
JORGENSEN FARM ELEVATOR,2215 DIETZ ROAD,N8261,4/29/2009
JORGENSEN FARM ELEVATOR,2215 DIETZ ROAD,N8261,10/8/2009
JORGENSEN FARM ELEVATOR,2215 DIETZ ROAD,N8261,10/8/2009
JORGENSEN FARM ELEVATOR,2215 DIETZ ROAD,N8261,10/8/2009
AJAXTOCCO MAGNETHERMIC,30100 STEPHENSON HIGHWAY,N8262,5/11/2009
MDEQ RRD KALAMAZOO DISTRICT,421 W FRONT STREET - DAVE'S,N8263,4/21/2009
PIDD BROTHERS FARM,5221 SWAN ROAD,N8264,4/21/2009
"HEARTHSIDE FOOD SOLUTIONS,",3061 SHAFFER AVENUE,N8265,5/19/2010
"GEOCYCLE, LLC",4365 EVANSTON AVENUE,N8267,12/4/2014
GREAT LAKES WATER AUTHORITY,30365 SCHOOCRAFT ROAD,N8268,4/23/2009
"HEARTHSIDE FOOD SOLUTIONS,",2455 OAK INDUSTRIAL DRIVE,N8270,5/19/2010
BISCHER FARMS PARTNERSHIP,6121 PURDY ROAD,N8271,5/15/2009
"BENTECK, INC",19 N CHARLES STREET,N8272,8/15/2017
PROVIDENCE PARK HOSPITAL,47601 GRAND RIVER AVENUE,N8273,8/19/2009
"TUSCOLA ENERGY, INC",5460 ELMWOOD ROAD - NE SW SW,N8275,1/3/2017
"TUSCOLA ENERGY, INC",MOWERY & BERNIA - OFF AKRON,N8276,12/6/2010
AT&T MICHIGAN,323 E WASHINGTON STREET,N8278,5/19/2009
AT&T MICHIGAN,100 S MAIN STREET,N8279,5/19/2009
KEYSTONE AUTOMOTIVE,5835 VINING ROAD,N8280,5/12/2009
"WALTERS-DIMMICK PETROLEUM,",2805 NILES AVENUE,N8283,5/27/2009
ADMIRAL PETROLEUM COMPANY,1701 OAK STREET,N8285,5/27/2009
COBRA OIL & GAS CORPORATION,PINCONNING COMPRESSOR,N8288,6/16/2009
WIL-LE FARMS,2575 N VAN DYKE ROAD,N8290,6/16/2009
SMITH CONCRETE PRODUCTS,3282 S CRAPO ROAD,N8293,7/8/2009
"SUPERIOR ASPHALT PAVING, INC",6900 E PARIS INDUSTRIAL COURT,N8295,3/20/2020
"SUNOCO, INC",4012 DAVISON ROAD,N8296,7/14/2009
"NEXT DOOR OPERATIONS, LLC",5658 W MAIN STREET - STORE #106,N8298,7/22/2009
K & S SERVICES,20401 GLADWIN AVENUE,N8300,8/24/2009
K & S SERVICES,20401 GLADWIN AVENUE,N8300,2/3/2016
DR DONALD MARTINSON,6116 US-2 EAST,N8303,8/28/2009
EDISON SAULT ELECTRIC,335 CHIPPEWA AVENUE,N8304,4/28/2010
MDEQ RD CADILLAC DISTRICT,626 W FRONT STREET,N8307,5/22/2012
BOND TRUCKING COMPANY,2490 KOCHVILLE ROAD,N8310,8/17/2009
ITC HOLDINGS CORPORATION,27175 ENERGY WAY,N8312,8/20/2009
"SENIOR OIL, INC",2410 MICHIGAN AVENUE WEST,N8313,8/20/2009
PRAIRIE RIVER WOODWORKING,60560 FILMORE ROAD,N8315,7/31/2015
MID-MICHIGAN CRUSHING &,3130 COURT STREET,N8316,8/27/2009
"LABUDDE GROUP, INC",3880 RAYL ROAD,N8317,6/9/2017
"SPEEDWAY SUPERAMERICA, LLC",2797 HENRY STREET - SSA #6297,N8320,9/3/2009
GINGRICH TIRE CENTER,102 S SHERIDAN AVENUE,N8321,9/10/2009
"SPEEDWAY SUPERAMERICA, LLC",390 E MICHIGAN STREET - SSA,N8322,9/10/2009
"ON-SITE FINISHING FLINT, LLC",4201 PIER NORTH BLVD,N8325,11/2/2009
"WOODWORTH, INC",4201 PIER NORTH BLVD,N8325,9/14/2009
"WOODWORTH, INC",4201 PIER NORTH BLVD,N8325,9/14/2009
"WOODWORTH, INC",4201 PIER NORTH BLVD,N8325,8/13/2019
"WOODWORTH, INC",4201 PIER NORTH BLVD,N8325,9/18/2020
"RIVERSIDE ENERGY MICHIGAN, LLC","NE 1/4 NW 1/4 SEC 34, T31N, R01W -",N8327,10/27/2009
"SOUTHERN MICHIGAN RUBBER, INC",10298 M-60 WEST,N8328,9/8/2017
HAVELKA CONSTRUCTION,N4559 HIGHWAY US-41,N8329,2/17/2010
HAVELKA CONSTRUCTION,205 DELTA AVENUE,N8329,12/8/2021
BAKER CONCRETE AND,1008 RAYMOND ROAD,N8330,11/17/2009
HEAVENLY ACRES PET CREMATION,4369 OLD US-23 SOUTH,N8335,10/25/2011
GREAT LAKES CREMATION,29547 COSTELLO DRIVE,N8339,2/3/2012
"GREAT LAKES CREMATION, INC",29547 COSTELLO DRIVE,N8339,4/17/2015
BAILEY SAND & GRAVEL COMPANY,BOHNE ROAD - BET KALMBACH &,N8341,10/30/2009
GOWER CORPORATION,2840 UNIVERSAL DRIVE,N8343,11/10/2009
DORSEY COMPANY,1865 WICCO DRIVE,N8889,7/8/2008
EXTRUDE HONE THERMOBURR,50459 CENTRAL INDUSTRIAL DRIVE,O1448,9/15/2006
"BOICE BIRD & SONS, INC",422 HARRISON STREET,P0001,8/26/2010
"MARQUETTE GREEN ENERGY, LLC",413 1ST STREET,P0004,10/10/2014
"SOLUTION STEEL TREATING, LLC",51689 ORO DRIVE,P0005,9/16/2010
"RIVERSIDE ENERGY MICHIGAN, LLC","SW NW SEC 15, T31N, R8W -",P0006,2/25/2015
"SPEEDWAY SUPERAMERICA, LLC",2255 CROOKS ROAD - SSA #2238,P0007,11/23/2009
NEWBERRY WATER & LIGHT BOARD,307 E MCMILLIAN AVENUE,P0008,11/24/2009
"WALTERS-DIMMICK PETROLEUM,",328 W MAIN STREET,P0009,11/25/2009
VAN ANDEL INSTITUTE,333 BOSTWICK AVENUE NE,P0010,11/30/2009
"SPEEDWAY SUPERAMERICA, LLC",3029 E KALAMAZOO STREET - SSA,P0011,6/17/2015
"A B CUSTOM FABRICATING, LLC",27531 MAY STREET,P0012,12/1/2009
"RIVERSIDE ENERGY MICHIGAN, LLC",CHIEF CREEK - aka BROWN 10,P0015,1/8/2010
"RIVERSIDE ENERGY MICHIGAN, LLC",FLINT NAPPERS CPF,P0016,1/4/2010
COUNTY OF OCEANA,2185 W BASELINE ROAD,P0019,12/21/2009
"RIVERSIDE ENERGY MICHIGAN, LLC",KEARNEY 26 CPF,P0020,1/21/2010
"RIVERSIDE ENERGY MICHIGAN, LLC",SECTION 10 - ECHO 10 CPF,P0023,1/20/2010
A123 SYSTEMS,38100 ECORSE ROAD,P0024,12/20/2016
"SPEEDWAY SUPERAMERICA, LLC",310 S CEDAR STREET - SSA #8391,P0027,1/8/2010
"POSEN CONSTRUCTION, INC","SEC 2, T35, R10E - NW QUADRANT",P0030,11/6/2009
"PEACEFUL PAWS PET CREMATION,",1135 E BEECHER STREET,P0031,1/10/2022
"SPEEDWAY SUPERAMERICA, LLC",6041 S PENNSYLVANIA AVENUE -,P0032,1/15/2010
"SPEEDWAY SUPERAMERICA, LLC",6041 S PENNSYLVANIA AVENUE -,P0032,8/14/2012
"RIVERSIDE ENERGY MICHIGAN, LLC",HELENA 23 CPF,P0033,3/2/2010
"RIVERSIDE ENERGY MICHIGAN, LLC",MILLER CREEK CPF,P0037,2/11/2010
"RIVERSIDE ENERGY MICHIGAN, LLC",VIENNA 14 CPF,P0039,2/1/2010
ACUMENT GLOBAL TECHNOLOGIES,10031 N HOLLY ROAD,P0041,7/26/2012
RING SCREW WORKS,10031 N HOLLY ROAD,P0041,2/3/2010
"RIVERSIDE ENERGY MICHIGAN, LLC",VIENNA 23 CPF,P0042,1/15/2019
"RIVERSIDE ENERGY MICHIGAN, LLC",CLEARWATER CENTRAL CPF,P0043,2/18/2010
MDEQ RRD KALAMAZOO DISTRICT,116 N FRONT STREET - DAVE'S,P0044,1/27/2010
"SILVER STREET, INC",892 INDUSTRIAL PARK DRIVE,P0059,2/2/2010
"SILVER STREET, INC",892 INDUSTRIAL PARK DRIVE,P0059,1/22/2013
CROSS EXCAVATING & DEMOLITION,52071 M-51 NORTH,P0060,2/3/2010
SZUCS EXCAVATING & CONCRETE,1430 US-31 NORTH,P0062,4/16/2010
LAURIE HAMMAR,15524 N ROCK 38TH ROAD,P0067,1/5/2010
CONSUMERS ENERGY COMPANY,3525 S LAKESHORE DRIVE,P0068,9/29/2014
CONSUMERS ENERGY COMPANY,3525 S LAKESHORE DRIVE,P0068,4/28/2020
AT&T MICHIGAN,245 E 24TH STREET,P0070,3/2/2010
"SPEEDWAY SUPERAMERICA, LLC",37345 CHERRY HILL ROAD - SSA,P0071,3/2/2010
"VENTOWER INDUSTRIES, LLC",111 BORCHERT PARK DRIVE,P0073,11/7/2014
CHIPPEWA COUNTY ROAD,3949 S MACKINAW TRAIL,P0074,4/21/2017
TRUSTED JOURNEY PET,1783 PERRYS LOOP,P0075,4/6/2010
TRUSTED JOURNEY PET,1783 PERRY'S LOOP,P0075,9/1/2020
DETROIT INTERNATIONAL BRIDGE,3001 W FORT STREET,P0077,3/4/2010
"HUNT FARMS, INC",12169 E RICHFIELD ROAD,P0078,3/8/2010
"HUNT FARMS, INC",12169 E RICHFIELD ROAD,P0078,3/8/2010
"SPEEDWAY SUPERAMERICA, LLC",24771 COOLIDGE HIGHWAY - SSA,P0080,8/23/2010
"DANIELS SHARPSMART, INC",5770 HIX ROAD,P0083,9/29/2010
FOCUS FINISHING,423 W 23RD STREET,P0085,3/31/2010
PETE J BONTEKOE,22683 20TH AVENUE,P0086,3/23/2010
"L G ENERGY SOLUTION MICHIGAN,",875 E 48TH STREET,P0087,9/16/2021
"L G ENERGY SOLUTION MICHIGAN,",875 E 48TH STREET,P0087,4/26/2022
"BASF TODA AMERICA, LLC",4750 W DICKMAN ROAD,P0089,3/12/2020
"XALT ENERGY, LLC",2700 S SAGINAW ROAD,P0091,6/7/2012
"XALT ENERGY, LLC",2700 S SAGINAW ROAD,P0091,7/2/2018
MM&S INVESTMENT II,16850 JAMES COUZENS HIGHWAY,P0092,4/8/2010
SMITHS GROUP SERVICES,4247 EASTERN AVENUE SE,P0093,4/6/2010
"WHITE LAKE EXCAVATING, INC",2571 HOLTON WHITEHALL ROAD,P0094,4/13/2010
OSCAR G JOHNSON VA MEDICAL,325 E H STREET,P0095,4/13/2010
"JORDAN DEVELOPMENT COMPANY,",SE SE NE SEC 5,P0096,4/30/2010
ENDURA PLATING TECHNOLOGY,42268 YEAREGO DRIVE,P0097,5/21/2010
SMITHS GROUP SERVICES,4047 EASTERN AVENUE SE,P0098,4/20/2010
"RIVERSIDE ENERGY MICHIGAN, LLC","SEC 7, T29N, R7W",P0100,5/10/2010
CYDI OF MICHIGAN,3275 N MARTIN LUGHER KING JR,P0103,5/5/2010
GRAND RAPIDS PRESS,3100 WALKER RIDGE DRIVE,P0104,7/15/2010
E T MACKENZIE COMPANY,4248 W SAGINAW HIGHWAY,P0105,8/26/2020
MACKENZIE RECYCLING CORP,4248 W SAGINAW HIGHWAY,P0105,9/10/2020
"MCKAY PRESS, INC",7600 W WACKERLY STREET,P0111,10/25/2010
"SPEEDWAY SUPERAMERICA, LLC",22599 TELEGRAPH ROAD - SSA,P0113,5/28/2010
"SPEEDWAY SUPERAMERICA, LLC",2799 PLYMOUTH ROAD - SSA #8708,P0116,6/3/2010
ROSKAM BAKING COMPANY,5565 BROADMOOR AVENUE SE,P0117,12/3/2018
"SPEEDWAY SUPERAMERICA, LLC",37416 W 7 MILE ROAD - SSA #2201,P0119,6/8/2010
"FPT LONYO, LLC",3100 LONYO AVENUE,P0120,6/8/2010
"T R EQUIPMENT, LLC",1301 ANN STREET - UNIVERSITY OF,P0120,7/1/2010
SUNGARD AVAILABILITY SERVICES,37890 INTERCHANGE DRIVE,P0121,6/17/2010
"ANDROID INDUSTRIES, INC",4444 W MAPLE AVENUE,P0126,6/30/2010
FISHER SAND & GRAVEL COMPANY,1540 S CLARE AVENUE,P0138,7/28/2010
"TUSCOLA ENERGY, INC",LEON & AERIAL COSENS 4-26 - OFF,P0142,10/15/2010
"ROCKY-TOP SAND & GRAVEL, LLC",91 141ST AVENUE,P0143,9/1/2010
JACKSON NATIONAL LIFE,2005 SEAGER STREET,P0144,12/22/2015
ARDEN SHELL TRUCKING,"E LILY LAKE ROAD - SEC 28, T19N,",P0146,9/1/2010
ARCADIS,377 S RIVER AVENUE,P0147,9/8/2010
"RIVERSIDE ENERGY MICHIGAN, LLC","SW 1/4 NW 1/4 SW 1/4 SEC 10,",P0148,12/17/2020
"SET DUCT MANUFACTURING, INC",7800 INTERVALE STREET,P0150,2/1/2011
DIVERSCO CONSTRUCTION,570 MARKET AVENUE SW,P0151,8/26/2010
MICHIGAN DEPT OF TECHNOLOGY,7432 PARSONS DRIVE,P0152,9/29/2017
MICHIGAN DEPT OF TECHNOLOGY,7432 PARSONS DRIVE,P0152,9/23/2019
FISHER CONSTRUCTION,3200 NORHTLAND DRIVE,P0156,7/7/2017
FISHER SAND & GRAVEL COMPANY,921 JEFFERSON AVENUE,P0156,9/15/2010
FISHER SAND & GRAVEL COMPANY,715 WILLOW STREET,P0156,3/13/2015
CARDINAL AGGREGATES,3660 CARPENTER ROAD - FINTEC,P0167,10/19/2010
"TUSCOLA ENERGY, INC",RACHEL T BEATY 1-30 - OFF,P0169,12/6/2010
"HARBOR SPRINGS, CITY OF",800 STATE ROAD,P0179,12/10/2010
"HARBOR SPRINGS, CITY OF",550 4TH STREET,P0180,12/10/2010
"HARBOR SPRINGS, CITY OF",119 E MAIN STREET,P0181,12/10/2010
"LAMBDA ENERGY RESOURCES, LLC",SECTION 21 - WINSTON CHURCHILL,P0184,2/15/2011
"LAMBDA ENERGY RESOURCES, LLC",BEAUDAIN ROAD - KRUEGERAND,P0185,1/28/2011
YOUNG COLONIAL CHAPEL,4621 BREE ROAD,P0187,12/27/2010
"GREAVES TRUCKING, INC",3/4 MILE WEST OF M-18,P0190,1/4/2011
RIVER VALLEY EQUINE CLINIC,315 BELL ROAD,P0192,2/12/2016
"FIXTURE FINDERS, LLC",345 32ND STREET SW,P0193,1/14/2011
"CLARIOS APS PRODUCTION, LLC",70 W 48TH STREET -,P0194,4/22/2019
MUSKEGON DEVELOPMENT,NE SW SE SEC 14,P0195,1/31/2011
"BIERLEIN COMPANIES, INC",100 ISLAND AVENUE,P0197,1/27/2011
"BIERLEIN COMPANIES, INC",3921 BEECHER ROAD,P0197,7/22/2015
"CAPITAL ASPHALT, LLC",3888 S CANAL ROAD,P0198,1/2/2013
"TUSCOLA ENERGY, INC",ELMWOOD ROAD - SECTION 36,P0199,3/1/2011
"TUSCOLA ENERGY, INC",OFF ELMWOOD ROAD,P0200,3/1/2011
"TUSCOLA ENERGY, INC",CASS CITY ROAD,P0202,2/18/2011
PREFIX CORPORATION,1601 W HAMLIN ROAD,P0204,4/20/2015
PREFIX CORPORATION,1601 W HAMLIN ROAD,P0204,4/21/2015
"MOLON ASPHALT, INC",18657 HONOR HIGHWAY,P0206,5/29/2015
"SUNOCO, INC",2600 S TELEGRAPH ROAD,P0207,2/17/2011
"WALTERS-DIMMICK PETROLEUM,",2802 CAPITAL AVENUE SW,P0213,3/1/2011
"SPEEDWAY SUPERAMERICA, LLC",365 BUTTERNUT DRIVE - SSA #3559,P0214,2/28/2011
ISABELLA PELLET,6900 W BASELINE ROAD,P0215,2/7/2012
ISABELLA PELLET,6900 W BASELINE ROAD,P0215,1/9/2015
"AEROFLEX / INMET, INC",293 & 300 DINO DRIVE,P0218,3/29/2011
"AEROFLEX / INMET, INC",293 & 300 DINO DRIVE,P0218,8/20/2012
API TECHNOLOGIES INMET,293 & 300 DINO DRIVE,P0218,4/17/2017
"SEAL BOND, LLC",14851 MICHAEL LANE,P0219,9/8/2021
ALTERNATIVE POWER LP,19401 15 MILE ROAD,P0222,8/29/1997
HEALTH ALLIANCE PLAN,2850 W GRAND BLVD,P0224,3/29/2011
"ESCANABA, CITY OF",1715 SHERIDAN ROAD,P0225,3/23/2011
LIBERTY CAST PRODUCTS,35705 BEATTIE DRIVE,P0226,8/18/2011
MDEQ RD GAYLORD OFFICE,1992 MAPLE VALLEY ROAD,P0228,3/30/2011
"KALIN CONSTRUCTION COMPANY,",3012 7TH AVENUE,P0232,4/13/2011
AT&T,23500 NORTHWESTERN HIGHWAY,P0233,7/5/2011
HEAT TREATING SERVICES CORP,2501 WILLIAMS DRIVE - PLANT 2,P0236,11/16/2013
"TUSCOLA ENERGY, INC",CASS CITY ROAD - SECTIONS 19 &,P0242,5/19/2011
BEAUMONT INFORMATION,1350 STEPHENSON HIGHWAY,P0243,7/11/2011
BEAUMONT INFORMATION,1350 STEPHENSON HIGHWAY,P0243,8/21/2017
HERBRUCK POULTRY RANCH,3896 GRAND RIVER AVENUE,P0247,6/9/2011
"WALTERS-DIMMICK PETROLEUM,",128 JONESVILLE STREET,P0249,6/14/2011
FUEL CELL SYSTEM,20001 BROWNSTOWN CENTER,P0250,7/27/2020
"WALTERS-DIMMICK PETROLEUM,",4954 W COLUMBIA AVENUE,P0252,6/23/2011
BLARNEY CASTLE OIL COMPANY,1507 S LAKE MITCHELL DRIVE,P0253,6/29/2011
"ROPES COURSES, INC",1300 LINCOLN ROAD,P0254,2/10/2016
"ROPES COURSES, INC",1291 LINCOLN ROAD,P0254,3/1/2018
"BIERLEIN COMPANIES, INC",3921 BEECHER ROAD,P0269,7/15/2015
"BIERLEIN COMPANIES, INC",2300 JAMES SAVAGE ROAD,P0269,11/5/2015
"CANTON RENEWABLES, LLC",4345 S LILLEY ROAD,P0270,2/16/2012
"CANTON RENEWABLES, LLC",4345 S LILLEY ROAD,P0270,12/15/2020
COBRA OIL & GAS CORPORATION,SOUTH BUCKEYE 127 CPF,P0271,9/1/2016
"SUNOCO, INC",4117 PORTAGE ROAD,P0279,9/27/2011
"TUSCOLA ENERGY, INC","SEC 25, T14",P0286,11/8/2011
BACCO CONSTRUCTION COMPANY,"SEC 12, T50N, R29W - KENNECOTT",P0287,10/12/2011
"FAURECIA INTERIOR SYSTEMS, INC",17085 MASONIC,P0288,11/1/2011
AMERICAN METAL PROCESSING,22720 NAGEL STREET,P0289,2/7/2012
"CARL SCHLEGEL, INC",9690 W M-21,P0290,10/21/2011
HEWLETT PACKARD ENTERPRISES,1872 ENTERPRISE DRIVE,P0292,11/1/2011
"ETERON, INC",23944 FREEWAY PARK DRIVE,P0293,1/17/2012
"JVIS FH, LLC",23944 FREEWAY PARK DRIVE,P0293,6/17/2019
"STATE FABRICATORS, INC",30550 W 8 MILE ROAD,P0301,5/31/2016
FOREVER FAITHFUL PET,28165 KEHRIG STREET,P0303,12/29/2011
"COPPERWOOD RESOURCES, INC",IRONWOOD & WAKEFIELD,P0304,11/26/2018
WATERFRONT PETROLEUM,5431 W JEFFERSON AVENUE,P0305,11/15/2012
WATERFRONT PETROLEUM,5431 W JEFFERSON AVENUE,P0305,6/29/2018
PINCIK FARMS,1405 N KERBY ROAD,P0307,1/9/2012
CREMATION OF SOUTHWEST,1997 MEADOWBROOK ROAD,P0312,6/3/2014
"LAKE MICHIGAN CREMATORY, INC",166 5TH AVENUE,P0314,3/17/2021
"MAHLE POWERTRAIN, LLC",14900 GALLEON COURT,P0316,5/17/2017
AMERESCO WOODLAND MEADOWS,4620 HANNAN ROAD,P0317,8/29/2016
EAGLE ALUMINUM CAST,2134 NORTHWOODS DRIVE,P0319,10/17/2014
"SPEEDWAY SUPERAMERICA, LLC",9 S MAPLE STREET - SSA #6309,P0322,3/14/2012
"ELMER'S CRANE & DOZER, INC",2272 W M-72,P0324,3/6/2012
AURORA AGRONOMY,11784 LYTLE ROAD,P0325,7/11/2012
"HURON FOREST CREMATORY, INC",4721 INDUSTRIAL ROW,P0327,3/19/2012
PREFIX,3500 JOSLYN ROAD,P0328,3/14/2012
PREFIX,3500 JOSLYN ROAD,P0328,3/20/2020
NEIGHBORHOOD SERVICE,882 OAKMAN BLVD,P0329,3/29/2012
"SPEEDWAY SUPERAMERICA, LLC",3814 W JOLLY ROAD - SSA #2212,P0330,3/21/2012
CASTING SERVICES GROUP,1717 13TH STREET,P0332,7/9/2014
HENRY FORD WEST BLOOMFIELD,6777 W MAPLE ROAD,P0336,9/12/2012
"ALUTECH, LLC",1320 PAW PAW AVENUE,P0340,4/3/2020
LITTLEFIELD & SONS FURNITURE,251 JACKSON PLAZA - SUITE K,P0343,10/25/2012
"GROUND EFFECTS, INC",15200 COMMERCE DR NORTH,P0344,11/22/2017
"DOKKA FASTENERS, INC",2800 SUPERIOR COURT,P0347,7/25/2012
"SERENITY CREMATION SERVICES,",12613 UNIVERSAL DRIVE,P0348,11/13/2019
SOUTHERN MICHIGAN CREMATION,12613 UNIVERSAL DRIVE,P0348,11/1/2017
BLARNEY CASTLE OIL COMPANY,12481 JAMES STREET,P0351,5/15/2012
SARGENT SAND COMPANY,7690 M-116,P0352,7/13/2012
"ARROW CHEMICAL PRODUCTS, INC",2067 SAINT ANNE STREET,P0356,3/15/2013
AT&T,444 MICHIGAN AVENUE,P0357,9/6/2012
